order_id,customer_id,customer_name,sales_rep,region,country,sales_channel,product_id,product_name,category,order_date,quantity,unit_price,discount,shipping_cost,payment_method,order_status,customer_rating,sales_target,customer_age,customer_segment,warehouse,is_priority,delivery_days,return_reason,gross_sales,discount_amount,net_sales,profit
Ord-10311,Cust-1226,Patricia Pereira,Daniel Brown,West,Germany,Online,Prod-146,Notebook,Furniture,2022-06-26,5,2044.44,0.273,10.37,Cash,Completed,2.1,8072.1,20.0,Enterprise,Wh-03,Yes,6.0,Wrong Item,10222.2,2790.6606000000006,7431.5394,7421.1694
Ord-10436,Cust-1185,Rodrigo Barbosa,Carla Davis,North,Brazil,Direct,Prod-125,Notebook,Furniture,2022-10-08,8,1400.17,0.289,127.14,,Completed,3.1,7299.57,69.0,Enterprise,Wh-03,No,8.0,Wrong Item,11201.36,3237.19304,7964.16696,7837.02696
Ord-10004,Cust-1071,Camila Moreira,Emma Wilson,West,Australia,Direct,Prod-126,Chair,Furniture,2023-12-07,17,500.63,0.056,23.81,Cash,Completed,2.0,4968.87,32.0,Corporate,Wh-03,No,13.0,Customer Changed Mind,8510.71,476.59976,8034.110239999999,8010.300239999999
Ord-10982,Cust-1153,Aline Ferreira,Henry Moore,North,Canada,Retail,Prod-114,Mouse,Food,2022-10-18,19,1761.34,0.217,102.58,Debit Card,Completed,2.9,8437.96,59.0,Enterprise,Wh-04,No,3.0,Damaged,33465.46,7262.00482,26203.45518,26100.875179999995
Ord-10038,Cust-1050,Priscila Oliveira,Daniel Brown,Central,Canada,Direct,Prod-103,Desk,Furniture,2024-12-21,12,203.4,0.077,130.45,Cash,Completed,4.1,6283.62,20.0,Enterprise,Wh-02,No,13.0,Wrong Item,2440.8,187.9416,2252.8584,2122.4084000000003
Ord-10389,Cust-1222,Natalia Barbosa,Emma Wilson,Central,Brazil,Wholesale,Prod-145,Monitor,Furniture,2024-10-07,3,539.57,0.13,145.2,Debit Card,Completed,2.3,7036.39,49.0,Corporate,Wh-04,Yes,11.0,Wrong Item,1618.71,210.4323,1408.2777,1263.0777
Ord-10214,Cust-1317,Juliana Silva,Alice Johnson,West,Canada,Retail,Prod-138,Headphones,Office Supplies,2022-01-20,18,413.07,0.132,85.36,Debit Card,Completed,2.4,4759.95,19.0,Enterprise,Wh-01,No,2.0,Wrong Item,7435.26,981.45432,6453.80568,6368.445680000001
Ord-10727,Cust-1043,Rodrigo Correia,Emma Wilson,Central,Germany,Wholesale,Prod-131,Keyboard,Office Supplies,2022-06-16,11,1576.65,0.153,25.21,Cash,Completed,1.7,5741.24,36.0,Corporate,Wh-01,No,10.0,Wrong Item,17343.15,2653.5019500000003,14689.648050000002,14664.438050000002
Ord-10468,Cust-1369,Joao Nogueira,Grace Taylor,West,Usa,Direct,Prod-148,Laptop,Furniture,2022-03-15,15,1444.92,0.104,63.93,Cash,Completed,3.0,8289.21,33.0,Enterprise,Wh-01,No,7.0,Wrong Item,21673.800000000003,2254.0752,19419.724800000004,19355.794800000003
Ord-10186,Cust-1347,Rodrigo Nogueira,Frank Miller,North,Australia,Direct,Prod-102,Desk,Furniture,2023-04-01,9,906.36,0.133,93.21,Debit Card,Cancelled,3.6,7631.55,34.0,Enterprise,Wh-02,Yes,10.0,Customer Changed Mind,8157.24,1084.91292,7072.32708,6979.11708
Ord-10265,Cust-1345,Bianca Dias,Carla Davis,East,Australia,Direct,Prod-112,Laptop,Electronics,2022-03-18,6,1951.0,0.281,83.76,Credit Card,Completed,4.9,4128.72,62.0,Enterprise,Wh-02,No,4.0,Customer Changed Mind,11706.0,3289.3860000000004,8416.614,8332.854
Ord-10551,Cust-1159,Sofia Rocha,Carla Davis,East,Uk,Online,Prod-134,Monitor,Furniture,2025-12-29,20,630.2,0.127,60.48,Bank Transfer,Completed,1.8,5914.88,74.0,Corporate,Wh-03,No,8.0,Damaged,12604.0,1600.708,11003.292,10942.812
Ord-10774,Cust-1040,Pedro Moraes,Daniel Brown,South,Canada,Online,Prod-124,Printer,Electronics,2022-03-01,10,1182.93,0.051,46.58,Paypal,Returned,3.6,7945.36,71.0,Consumer,Wh-04,No,10.0,Wrong Item,11829.3,603.2943,11226.005700000002,11179.425700000002
Ord-10209,Cust-1159,Gabriel Costa,Grace Taylor,East,Germany,Direct,Prod-124,Laptop,Furniture,2023-03-26,9,700.03,,41.06,Debit Card,Completed,4.4,3812.81,65.0,Enterprise,Wh-03,Yes,4.0,Damaged,6300.27,743.4318599999999,5556.83814,5515.778139999999
Ord-10851,Cust-1117,Beatriz Lima,Carla Davis,North,Brazil,Direct,Prod-128,Desk,Electronics,2022-02-01,19,25.32,0.149,13.86,Cash,Completed,2.6,3711.85,34.0,Small Business,Wh-03,No,3.0,Late Delivery,481.08,71.68092,409.39908,395.53908
Ord-10046,Cust-1020,Joao Moreira,Emma Wilson,Central,Brazil,Direct,Prod-140,Printer,Furniture,2025-05-16,9,989.24,0.263,129.1,Paypal,Completed,4.9,5911.78,59.0,Consumer,Wh-01,No,7.0,Late Delivery,8903.16,2341.53108,6561.628919999999,6432.528919999999
Ord-10179,Cust-1027,Thiago Almeida,Carla Davis,East,,Retail,Prod-132,Keyboard,Food,2023-11-12,17,1204.41,0.274,2.13,Bank Transfer,Completed,2.8,2247.15,19.0,Small Business,Wh-03,No,11.0,Damaged,20474.97,5610.141780000001,14864.82822,14862.69822
Ord-10782,Cust-1396,Caio Silva,Alice Johnson,South,Australia,Online,Prod-108,Printer,Electronics,2023-04-06,10,1404.23,0.163,5.5,Cash,Completed,2.4,1469.28,53.0,Enterprise,Wh-02,Yes,10.0,Wrong Item,14042.3,2288.8949,11753.4051,11747.9051
Ord-10092,Cust-1366,Beatriz Barbosa,Bob Smith,North,Usa,Wholesale,Prod-149,Tablet,Food,2023-06-06,2,2434.58,0.11,37.74,Credit Card,Completed,2.8,4449.62,63.0,Consumer,Wh-02,No,9.0,Wrong Item,4869.16,535.6075999999999,4333.5524,4295.8124
Ord-11046,Cust-1349,Diego Nogueira,Frank Miller,East,Brazil,Retail,Prod-123,Laptop,Electronics,2023-08-12,14,2126.42,0.285,39.52,Cash,Completed,4.1,7197.7,52.0,Enterprise,Wh-03,No,13.0,Wrong Item,29769.88,8484.415799999999,21285.4642,21245.9442
Ord-10189,Cust-1224,Luana Nogueira,Bob Smith,South,Germany,Retail,Prod-117,Mouse,,2025-02-09,6,1850.32,0.24,7.14,Paypal,Completed,3.6,2207.6,23.0,Corporate,Wh-01,No,12.0,Late Delivery,11101.92,2664.4608,8437.459200000001,8430.319200000002
Ord-10068,Cust-1387,Lucas Martins,Emma Wilson,North,Australia,Retail,Prod-145,Monitor,Furniture,2022-04-20,17,2367.87,0.237,94.57,Credit Card,Completed,3.2,5548.28,34.0,Consumer,Wh-01,No,3.0,Customer Changed Mind,40253.79,9540.14823,30713.64177,30619.07177
Ord-10583,Cust-1114,Pedro Dias,Carla Davis,North,Germany,Retail,Prod-112,Monitor,Clothing,2024-02-13,1,1587.65,0.085,126.3,Debit Card,Completed,3.6,1560.17,59.0,Enterprise,Wh-03,Yes,2.0,Wrong Item,1587.65,134.95025,1452.69975,1326.39975
Ord-10665,Cust-1145,Fernanda Martins,,South,Australia,Online,Prod-100,Coffee Maker,Office Supplies,2023-07-04,7,143.9,0.297,104.88,Paypal,Completed,4.3,1672.37,53.0,Enterprise,Wh-01,No,1.0,Late Delivery,1007.3,299.1681,708.1319000000001,603.2519000000001
Ord-10680,Cust-1193,Fernanda Santana,Frank Miller,East,Canada,Wholesale,Prod-143,Notebook,Electronics,2024-01-13,4,1338.29,0.014,42.93,Cash,Completed,3.7,6279.14,,Corporate,Wh-01,Yes,7.0,Customer Changed Mind,5353.16,74.94424,5278.21576,5235.28576
Ord-10512,Cust-1184,Caio Carvalho,Emma Wilson,West,Australia,Online,Prod-129,Laptop,Electronics,2024-09-15,3,1865.93,0.299,62.67,Cash,Completed,2.2,4637.59,58.0,Enterprise,Wh-03,No,8.0,Late Delivery,5597.79,1673.73921,3924.05079,3861.38079
Ord-10260,Cust-1325,Beatriz Santana,Carla Davis,Central,Germany,Wholesale,Prod-112,Coffee Maker,Food,2023-10-13,3,2105.62,0.061,95.47,Credit Card,Pending,2.9,3771.53,30.0,Corporate,Wh-01,No,4.0,,6316.86,385.32846,5931.53154,5836.06154
Ord-10312,Cust-1111,Beatriz Vieira,Bob Smith,West,France,Direct,Prod-108,Printer,Food,2022-03-04,17,2333.4,0.006,22.1,Paypal,Completed,3.0,1389.56,55.0,Consumer,Wh-01,Yes,9.0,Late Delivery,39667.8,238.00680000000003,39429.7932,39407.6932
Ord-10162,Cust-1142,Fernanda Ribeiro,Daniel Brown,West,Germany,Wholesale,Prod-136,Notebook,Furniture,2025-02-01,16,,0.17,129.92,Bank Transfer,Completed,2.5,6160.89,63.0,Enterprise,Wh-03,No,4.0,Late Delivery,6186.24,1051.6608,5134.5792,5004.6592
Ord-10331,Cust-1391,Gustavo Costa,Daniel Brown,Central,Uk,Wholesale,Prod-144,Mouse,Electronics,2025-06-07,7,816.02,0.16,52.15,Bank Transfer,Cancelled,2.2,3235.4,24.0,Corporate,Wh-01,No,7.0,,5712.139999999999,913.9424,4798.1976,4746.0476
Ord-10848,Cust-1153,Gabriel Correia,Grace Taylor,West,Brazil,Retail,Prod-148,Monitor,Electronics,2022-01-12,7,1926.48,0.064,51.43,Debit Card,Cancelled,1.4,4166.25,57.0,Enterprise,Wh-04,Yes,12.0,Damaged,13485.36,863.06304,12622.29696,12570.86696
Ord-11048,Cust-1317,Mariana Freitas,Bob Smith,South,Canada,Direct,Prod-145,Laptop,Food,2023-07-18,16,729.75,0.047,39.64,Debit Card,Completed,1.9,1048.78,22.0,Consumer,Wh-01,No,2.0,Late Delivery,11676.0,548.772,11127.228,11087.588
Ord-10416,Cust-1315,Joao Carvalho,Alice Johnson,Central,Canada,Direct,Prod-122,Phone,Food,2025-10-20,1,936.93,0.1,52.47,Cash,Completed,3.8,3452.52,51.0,Corporate,Wh-04,No,5.0,Late Delivery,936.93,93.693,843.237,790.7669999999999
Ord-10387,Cust-1017,Juliana Castro,Frank Miller,North,Brazil,Online,Prod-134,Keyboard,Office Supplies,2022-02-10,17,71.37,0.077,19.1,Cash,Completed,1.4,7190.77,20.0,Consumer,Wh-03,Yes,9.0,Wrong Item,1213.29,93.42333,1119.86667,1100.76667
Ord-11141,Cust-1266,Matheus Ramos,,East,Canada,Online,Prod-138,Chair,Office Supplies,2022-12-16,16,356.56,0.054,143.12,Cash,Completed,4.0,2731.16,65.0,Consumer,Wh-02,No,7.0,,5704.96,308.06784,5396.89216,5253.77216
Ord-10125,Cust-1032,Carolina Azevedo,Grace Taylor,South,France,Direct,Prod-146,Notebook,Electronics,2022-02-22,6,736.42,0.224,31.71,Paypal,Completed,,3370.76,51.0,Corporate,Wh-01,No,12.0,Late Delivery,4418.52,989.74848,3428.77152,3397.06152
Ord-11053,Cust-1136,Rodrigo Santana,Henry Moore,North,Brazil,Retail,Prod-101,Headphones,Food,2024-09-18,7,1179.95,,101.36,,Completed,1.9,2541.04,26.0,Enterprise,Wh-02,No,13.0,Late Delivery,8259.65,1007.6773,7251.972699999999,7150.6127
Ord-10995,Cust-1226,Renata Cardoso,Grace Taylor,North,Uk,Online,Prod-117,Headphones,Electronics,,14,1654.78,0.076,134.72,Bank Transfer,Completed,1.7,8558.8,71.0,Consumer,Wh-04,No,12.0,Late Delivery,23166.92,1760.68592,21406.23408,21271.51408
Ord-10250,Cust-1371,Beatriz Dias,Daniel Brown,North,Usa,Direct,Prod-107,Tablet,Electronics,2024-05-19,7,1151.7,0.29,139.77,Credit Card,Completed,4.4,8298.01,37.0,Corporate,Wh-03,No,3.0,Customer Changed Mind,8061.900000000001,2337.951,5723.9490000000005,5584.179
Ord-10950,Cust-1281,Amanda Almeida,Emma Wilson,Central,Canada,Online,Prod-146,Monitor,Electronics,2022-08-04,9,547.53,0.11,36.43,Cash,Pending,3.5,8107.85,37.0,Corporate,Wh-04,Yes,1.0,Late Delivery,4927.77,542.0546999999999,4385.7153,4349.2853
Ord-10829,Cust-1164,Diego Ramos,Alice Johnson,East,France,Direct,Prod-141,Notebook,Clothing,2022-08-18,14,326.95,0.204,100.97,Paypal,Completed,1.7,1660.07,,Corporate,Wh-01,Yes,14.0,Wrong Item,4577.3,933.7692,3643.530800000001,3542.5608000000007
Ord-10007,Cust-1102,Rafael Ferreira,Alice Johnson,North,France,Online,Prod-133,Monitor,Electronics,2025-05-09,19,673.69,0.154,134.07,Debit Card,Completed,1.1,8082.92,57.0,Small Business,Wh-04,No,3.0,Damaged,12800.11,1971.21694,10828.89306,10694.82306
Ord-10939,Cust-1000,Henrique Souza,Frank Miller,North,Brazil,Online,Prod-109,Printer,Food,2024-04-28,11,103.33,0.218,34.13,Bank Transfer,Pending,3.6,6365.79,23.0,Consumer,Wh-04,No,10.0,,1136.63,247.78534,888.84466,854.71466
Ord-10522,Cust-1340,Gabriel Teixeira,Frank Miller,West,Australia,Direct,Prod-108,Notebook,Food,2025-10-30,20,91.62,0.197,103.42,Bank Transfer,Pending,4.5,8879.81,62.0,Consumer,Wh-02,No,4.0,Customer Changed Mind,1832.4,360.98280000000005,1471.4172,1367.9972
Ord-10990,Cust-1237,Leonardo Vieira,Henry Moore,North,Canada,Wholesale,Prod-122,Chair,Food,2022-10-12,8,1966.8,0.014,54.02,Cash,Completed,1.1,2800.72,55.0,Consumer,Wh-04,No,12.0,Damaged,15734.4,220.2816,15514.1184,15460.0984
Ord-10346,Cust-1263,Mariana Carvalho,Alice Johnson,South,Germany,Retail,Prod-112,Monitor,Clothing,2022-03-14,10,2077.57,0.076,125.74,Bank Transfer,Pending,1.5,5536.66,31.0,Small Business,Wh-04,No,14.0,Wrong Item,20775.7,1578.9532,19196.7468,19071.0068
Ord-10734,Cust-1079,Caio Mendes,Bob Smith,West,France,Online,Prod-143,Printer,Food,2024-01-17,7,854.93,0.16,83.54,Bank Transfer,Completed,3.2,8135.2,19.0,Corporate,Wh-04,No,7.0,Customer Changed Mind,5984.509999999999,957.5216,5026.988399999999,4943.448399999999
Ord-11127,Cust-1235,Thiago Freitas,Carla Davis,North,Australia,Retail,Prod-106,Tablet,Furniture,2024-03-20,12,2251.09,0.091,51.79,Cash,Completed,3.7,2125.85,19.0,Consumer,Wh-03,No,14.0,,27013.08,2458.1902800000003,24554.889720000003,24503.09972
Ord-10607,Cust-1036,Rafael Santos,Alice Johnson,Central,Australia,Online,Prod-148,Tablet,Office Supplies,2024-05-18,9,1367.39,0.19,19.17,Paypal,Completed,3.7,7890.06,40.0,Consumer,Wh-04,No,14.0,Customer Changed Mind,12306.51,2338.2369,9968.2731,9949.1031
Ord-10914,Cust-1094,Joao Santana,Grace Taylor,South,Germany,Wholesale,Prod-125,Phone,Furniture,2022-01-07,18,24.42,0.043,70.7,Credit Card,Completed,1.6,8810.24,34.0,Small Business,Wh-03,No,14.0,,439.56000000000006,18.90108,420.6589200000001,349.9589200000001
Ord-10803,Cust-1145,Juliana Rocha,Grace Taylor,West,Australia,Retail,Prod-103,Monitor,Furniture,2024-01-16,3,2157.88,0.138,144.68,Credit Card,Completed,3.0,3454.53,56.0,Enterprise,Wh-01,No,11.0,Wrong Item,6473.64,893.3623200000001,5580.27768,5435.59768
Ord-10668,Cust-1008,Mariana Silva,Emma Wilson,West,Usa,Wholesale,Prod-103,Monitor,Food,2023-07-22,13,1564.74,0.117,104.16,Bank Transfer,Pending,3.8,7136.51,22.0,Consumer,Wh-01,Yes,3.0,Damaged,20341.62,2379.96954,17961.650459999997,17857.490459999997
Ord-10117,Cust-1260,Manuela Monteiro,Emma Wilson,West,Usa,Wholesale,Prod-126,Phone,Furniture,2025-02-27,15,1044.4,0.111,70.54,,Returned,1.1,4891.19,52.0,Corporate,Wh-04,Yes,9.0,Wrong Item,15666.000000000002,1738.9260000000002,13927.074000000002,13856.534
Ord-10309,Cust-1339,Leticia Vieira,Grace Taylor,West,Uk,Retail,Prod-126,Desk,Clothing,2024-12-18,1,2287.75,0.173,36.69,Cash,Completed,2.2,4226.49,69.0,Corporate,Wh-03,No,7.0,Damaged,2287.75,395.78075,1891.96925,1855.27925
Ord-10572,Cust-1301,Laura Lima,Bob Smith,North,Usa,Direct,Prod-104,Printer,Clothing,2022-12-31,19,,0.222,67.8,Credit Card,Completed,2.0,2653.15,29.0,Corporate,Wh-04,Yes,3.0,Wrong Item,25405.85,5640.0987000000005,19765.751300000004,19697.951300000004
Ord-10339,Cust-1021,Joao Correia,Frank Miller,South,Usa,Online,Prod-101,Headphones,Electronics,2025-01-16,16,283.4,0.203,148.15,Credit Card,Completed,1.6,5839.61,42.0,Enterprise,Wh-03,Yes,13.0,,4534.4,920.4832,3613.9168,3465.7667999999994
Ord-10986,Cust-1370,Laura Martins,,North,,Online,Prod-133,Notebook,Clothing,2023-05-07,9,624.93,0.226,126.74,Credit Card,Completed,,4985.87,52.0,Enterprise,Wh-01,No,14.0,Late Delivery,5624.37,1271.10762,4353.26238,4226.52238
Ord-10639,Cust-1366,Murilo Oliveira,Daniel Brown,Central,France,Wholesale,Prod-128,Mouse,Clothing,2022-05-03,14,2317.38,0.013,19.28,Bank Transfer,Pending,2.9,825.42,60.0,Corporate,Wh-01,Yes,1.0,Late Delivery,32443.32,421.76316,32021.55684,32002.27684
Ord-10748,Cust-1142,Eduardo Monteiro,Emma Wilson,North,France,Direct,Prod-116,Monitor,Furniture,2022-03-11,6,1965.45,0.167,20.2,Debit Card,Completed,1.4,3476.58,23.0,Corporate,Wh-03,No,9.0,,11792.7,1969.3809000000003,9823.3191,9803.1191
Ord-10129,Cust-1292,Laura Monteiro,Alice Johnson,North,Brazil,Online,Prod-116,Keyboard,,2025-09-10,19,2284.21,0.066,1.66,Paypal,Completed,3.2,2411.91,65.0,Enterprise,Wh-04,No,3.0,Late Delivery,43399.99,2864.39934,40535.59066,40533.93066
Ord-10034,Cust-1187,Andre Souza,Alice Johnson,South,France,Direct,Prod-123,Keyboard,Electronics,2023-08-05,5,2059.06,0.14,75.89,Debit Card,Completed,4.7,5286.28,36.0,Enterprise,Wh-02,No,1.0,Customer Changed Mind,10295.3,1441.342,8853.957999999999,8778.068
Ord-10555,Cust-1177,Henrique Ramos,Bob Smith,East,Usa,Retail,Prod-135,Desk,Furniture,2023-11-04,11,2402.46,0.236,106.88,Credit Card,Cancelled,3.2,8563.49,74.0,Small Business,Wh-03,No,2.0,Late Delivery,26427.06,6236.78616,20190.27384,20083.39384
Ord-10681,Cust-1004,Rodrigo Castro,Frank Miller,Central,Germany,Wholesale,Prod-122,Notebook,Food,2024-11-12,9,2082.36,0.0,37.82,Paypal,Completed,3.9,3670.98,58.0,Small Business,Wh-03,No,11.0,Damaged,18741.24,0.0,18741.24,18703.42
Ord-11119,Cust-1264,Thiago Costa,Daniel Brown,West,Usa,Direct,Prod-148,Headphones,Electronics,2022-07-22,17,644.83,0.07,66.08,Debit Card,Completed,3.3,6403.58,59.0,Enterprise,Wh-04,No,1.0,,10962.11,767.3477000000001,10194.7623,10128.6823
Ord-10826,Cust-1258,Matheus Pereira,Alice Johnson,Central,Uk,Retail,Prod-136,Chair,Office Supplies,2022-05-19,9,719.48,0.005,67.44,Bank Transfer,Completed,4.1,9193.84,20.0,Corporate,Wh-02,No,14.0,,6475.32,32.3766,6442.9434,6375.5034000000005
Ord-10666,Cust-1238,Manuela Ribeiro,Carla Davis,West,Uk,Online,Prod-128,Coffee Maker,Office Supplies,2025-02-11,9,1994.81,0.198,3.37,,Completed,3.5,5296.46,37.0,Corporate,Wh-01,No,3.0,Customer Changed Mind,17953.29,3554.7514200000005,14398.53858,14395.16858
Ord-10821,Cust-1005,Beatriz Dias,Grace Taylor,South,Germany,Online,Prod-148,Printer,Office Supplies,2022-02-15,7,180.91,0.145,63.46,Paypal,Completed,4.2,9478.62,67.0,Consumer,Wh-01,Yes,5.0,Damaged,1266.37,183.62365,1082.74635,1019.28635
Ord-10350,Cust-1276,Leticia Castro,Bob Smith,East,Australia,Online,Prod-118,Monitor,Office Supplies,2024-12-14,10,1838.78,0.287,95.99,Bank Transfer,Completed,3.3,4012.68,64.0,Consumer,Wh-02,No,8.0,Damaged,18387.8,5277.298599999999,13110.5014,13014.5114
Ord-11174,Cust-1224,Laura Freitas,Emma Wilson,South,Uk,Online,Prod-123,Mouse,Furniture,2025-04-22,12,1296.61,0.29,116.18,Credit Card,Completed,1.9,8128.68,72.0,Enterprise,Wh-04,Yes,10.0,,15559.32,4512.2028,11047.1172,10930.9372
Ord-10488,Cust-1057,Matheus Teixeira,,North,France,Direct,Prod-108,Chair,Clothing,2023-12-20,11,2354.37,0.268,34.58,Paypal,Completed,4.5,791.27,70.0,Consumer,Wh-01,No,10.0,Damaged,25898.07,6940.682760000001,18957.38724,18922.80724
Ord-10996,Cust-1370,Bruno Ramos,Emma Wilson,East,Brazil,Wholesale,Prod-142,Headphones,Clothing,2024-06-08,7,1776.21,0.078,118.96,Paypal,Returned,4.9,5510.56,61.0,Small Business,Wh-03,No,13.0,Customer Changed Mind,12433.47,969.81066,11463.659340000002,11344.699340000005
Ord-10587,Cust-1313,Henrique Martins,Frank Miller,Central,Germany,Direct,Prod-105,Keyboard,Office Supplies,2022-12-19,4,1642.0,0.187,33.41,Credit Card,Completed,2.4,4516.82,37.0,Enterprise,Wh-03,No,6.0,Wrong Item,6568.0,1228.216,5339.784,5306.374
Ord-10585,Cust-1390,Vinicius Oliveira,Grace Taylor,Central,Canada,Direct,Prod-127,Printer,Furniture,2022-12-31,6,1603.93,0.141,114.16,Debit Card,Completed,4.3,3408.51,30.0,Corporate,Wh-01,No,10.0,Damaged,9623.58,1356.9247799999998,8266.65522,8152.495220000001
Ord-11190,Cust-1156,Lucas Ferreira,Frank Miller,Central,France,Online,Prod-116,Laptop,Food,2022-01-09,9,1601.88,0.249,125.78,Cash,Returned,3.4,2374.74,35.0,Small Business,Wh-02,No,5.0,,14416.920000000002,3589.8130800000004,10827.106920000002,10701.32692
Ord-10578,Cust-1336,Juliana Moraes,Henry Moore,North,Brazil,Online,Prod-143,Monitor,Clothing,2024-02-28,8,1272.87,0.068,6.45,Cash,Completed,3.1,2010.74,54.0,Small Business,Wh-04,No,12.0,Late Delivery,10182.96,692.44128,9490.51872,9484.06872
Ord-11096,Cust-1292,Patricia Martins,Henry Moore,Central,Uk,Online,Prod-114,Coffee Maker,Electronics,2024-03-09,14,,0.245,4.77,Bank Transfer,Completed,4.8,2168.62,18.0,Small Business,Wh-01,No,9.0,,4193.7,1027.4565,3166.2435,3161.4735
Ord-10057,Cust-1052,Luana Vieira,Carla Davis,South,Usa,Wholesale,Prod-118,Phone,Food,2024-02-08,14,2000.41,0.265,126.37,Debit Card,Cancelled,3.7,5031.0,43.0,Consumer,Wh-01,Yes,10.0,,28005.74,7421.521100000001,20584.2189,20457.8489
Ord-10006,Cust-1020,Leonardo Monteiro,Grace Taylor,East,Canada,Direct,Prod-137,Chair,Electronics,,1,2498.29,0.16,0.4,Paypal,Completed,2.8,7523.02,40.0,Small Business,Wh-04,No,6.0,Customer Changed Mind,2498.29,399.7264,2098.5636,2098.1636
Ord-10899,Cust-1068,Patricia Nogueira,Emma Wilson,North,Brazil,Retail,Prod-133,Laptop,Furniture,2023-04-09,12,709.58,0.021,108.99,Bank Transfer,Completed,2.3,4148.45,28.0,Consumer,Wh-03,No,8.0,Wrong Item,8514.960000000001,178.81416000000004,8336.145840000001,8227.155840000001
Ord-10540,Cust-1146,Patricia Barbosa,Bob Smith,West,Usa,Wholesale,Prod-144,Keyboard,Electronics,2024-12-15,10,1235.23,,75.42,Cash,Completed,1.3,8755.24,42.0,Small Business,Wh-04,No,9.0,Late Delivery,12352.3,2396.3462,9955.9538,9880.5338
Ord-10411,Cust-1246,Camila Ramos,Bob Smith,North,Canada,Online,Prod-122,Notebook,Food,2023-10-26,11,659.71,0.134,57.52,Debit Card,Completed,3.3,2306.69,35.0,Consumer,Wh-04,No,8.0,,7256.81,972.41254,6284.39746,6226.87746
Ord-10222,Cust-1112,Larissa Gomes,Bob Smith,East,Uk,Direct,Prod-131,Keyboard,Furniture,2025-02-25,13,2411.73,0.175,125.16,Paypal,Pending,2.4,9153.31,50.0,Consumer,Wh-04,No,1.0,Customer Changed Mind,31352.49,5486.68575,25865.80425,25740.64425
Ord-10776,Cust-1191,Caio Ribeiro,Frank Miller,East,Canada,Online,Prod-104,Laptop,Furniture,2022-09-14,7,631.64,0.096,5.75,Bank Transfer,Completed,1.8,8708.91,66.0,Enterprise,Wh-01,No,14.0,Late Delivery,4421.48,424.46208,3997.01792,3991.26792
Ord-11088,Cust-1112,Aline Moraes,Grace Taylor,East,Australia,Direct,Prod-119,Headphones,Clothing,2023-06-12,4,2255.79,0.229,60.66,Bank Transfer,Completed,2.9,7297.03,46.0,Small Business,Wh-01,Yes,4.0,Late Delivery,9023.16,2066.30364,6956.85636,6896.19636
Ord-10519,Cust-1203,Aline Ribeiro,Frank Miller,Central,Germany,Wholesale,Prod-139,Keyboard,Clothing,2024-12-12,10,2007.14,0.287,86.04,Credit Card,Returned,3.1,2560.87,21.0,Enterprise,Wh-03,No,8.0,Customer Changed Mind,20071.4,5760.4918,14310.908200000002,14224.8682
Ord-10091,Cust-1337,Gabriel Castro,Alice Johnson,South,Australia,Direct,Prod-147,Phone,Furniture,2023-04-02,16,1215.4,0.12,16.22,Cash,Completed,4.3,2442.85,53.0,Enterprise,Wh-03,No,11.0,Damaged,19446.4,2333.568,17112.832000000002,17096.612
Ord-11044,Cust-1111,Andre Souza,Alice Johnson,North,Brazil,Wholesale,Prod-140,Printer,Office Supplies,2023-04-17,1,1126.46,0.077,33.71,Paypal,Completed,1.9,4133.22,74.0,Corporate,Wh-03,No,3.0,Late Delivery,1126.46,86.73742,1039.72258,1006.01258
Ord-11036,Cust-1364,Priscila Moreira,Daniel Brown,South,Germany,Direct,Prod-132,Monitor,Furniture,2022-11-21,20,898.93,0.197,15.98,Cash,Cancelled,1.1,8598.97,23.0,Small Business,Wh-01,No,13.0,Wrong Item,17978.6,3541.7842,14436.815799999998,14420.8358
Ord-10094,Cust-1279,Clara Mendes,Alice Johnson,South,Brazil,Direct,Prod-126,Desk,Clothing,2024-07-05,16,2247.54,0.2,108.1,Paypal,Completed,4.9,5984.41,62.0,Consumer,Wh-03,No,2.0,Late Delivery,35960.64,7192.128000000001,28768.512,28660.412
Ord-10638,Cust-1338,Isabela Cardoso,Henry Moore,West,Brazil,Retail,Prod-105,Coffee Maker,Food,2024-10-01,12,1753.54,0.17,140.66,Debit Card,Completed,3.3,3804.36,41.0,Small Business,Wh-02,No,7.0,Wrong Item,21042.48,3577.2216000000003,17465.2584,17324.5984
Ord-10170,Cust-1242,Ramon Pereira,Alice Johnson,North,Uk,Direct,Prod-136,Laptop,Food,2025-12-20,19,1068.16,0.247,54.68,Cash,Completed,2.2,2709.51,47.0,Enterprise,Wh-03,No,13.0,Wrong Item,20295.04,5012.87488,15282.16512,15227.48512
Ord-10184,Cust-1330,Sofia Rocha,Frank Miller,North,France,Online,Prod-143,Printer,Office Supplies,2023-11-25,11,1944.35,0.106,65.03,Credit Card,Returned,3.4,5924.29,68.0,Corporate,Wh-01,No,2.0,Damaged,21387.85,2267.1121,19120.7379,19055.7079
Ord-11146,Cust-1285,Matheus Correia,Daniel Brown,Central,Uk,Direct,Prod-115,Notebook,Furniture,2025-03-23,7,1200.09,0.186,35.47,Debit Card,Completed,3.5,8794.47,36.0,Enterprise,Wh-01,No,6.0,Wrong Item,8400.63,1562.5171799999998,6838.112819999999,6802.642819999999
