order_id,customer_id,customer_name,sales_rep,region,country,sales_channel,product_id,product_name,category,order_date,quantity,unit_price,discount,shipping_cost,payment_method,order_status,customer_rating,sales_target,customer_age,customer_segment,warehouse,is_priority,delivery_days,return_reason,gross_sales,discount_amount,net_sales,profit,completely_empty_column_1,completely_empty_column_2,mostly_empty_notes,blank_column_1,Unnamed: blank_column,system_audit_dummy,internal_notes
ORD-11002,CUST-1038,Felipe Cardoso,Henry Moore,South,USA,Online,PROD-105,Laptop,Office Supplies,2024-05-02 00:00:00,12,2180.14,0.149,101.88,Credit Card,Completed,3.7,9215.88,42.0,Small Business,WH-04,No,8.0,,26161.68,3898.09032,22263.58968,22161.70968,,,,,,,
ORD-11033,CUST-1319,Fernanda Oliveira,Henry Moore,South,UK,Direct,PROD-122,Monitor,  Office Supplies ,12/17/2025,13,1970.91,0.158,102.0,Credit Card,Completed,4.6,1418.75,,Enterprise,WH-01,No,12.0,Damaged,25621.83,4048.24914,21573.58086,21471.58086,,,,,,,
ORD-10446,CUST-1169,Luana Souza,Alice Johnson,East,Canada,Direct,PROD-116,Phone,  Clothing ,2022-05-24 00:00:00,19,229.83,0.293,13.18,Bank Transfer,Completed,2.6,8957.97,29.0,Consumer,WH-01,No,5.0,Customer Changed Mind,4366.77,1279.46361,3087.3063900000006,3074.126390000001,,,,,,,
ORD-10399,CUST-1150,Leticia Monteiro,Emma Wilson,North,USA,Direct,PROD-100,Mouse,Furniture,2024-07-11 00:00:00,3,471.02,0.134,38.08,Cash,Completed,2.6,2144.3,28.0,Enterprise,WH-01,No,1.0,,1413.06,189.35004,1223.70996,1185.62996,,,,,,,
ORD-10956,CUST-1055,Vinicius Azevedo,Grace Taylor,North,USA,Direct,PROD-132,Tablet,Electronics,2023-07-11 00:00:00,20,,0.255,110.6,Bank Transfer,Completed,2.7,5937.37,19.0,Small Business,WH-01,No,7.0,,18232.4,4649.262000000001,13583.138,13472.538,,,,,,,
ORD-10391,CUST-1057,Vinicius Teixeira,Carla Davis,North,Canada,Wholesale,PROD-143,Printer,Food,2024-11-12 00:00:00,13,1963.46,0.137,5.58,Bank Transfer,Cancelled,4.7,1561.41,41.0,Consumer,WH-04,No,7.0,Customer Changed Mind,25524.98,3496.9222600000003,22028.05774,22022.47774,,,,,,,
ORD-10087,CUST-1295,Beatriz Ferreira,Carla Davis,North,USA,Wholesale,PROD-140,Coffee Maker,Furniture,2022-11-13 00:00:00,17,1200.03,0.261,67.4,Bank Transfer,Completed,2.6,4346.68,28.0,Enterprise,WH-02,Yes,3.0,,20400.51,5324.533109999999,15075.976889999998,15008.576889999998,,,,,,,
ORD-10924,CUST-1351,Gustavo Dias,Frank Miller,North,USA,Retail,PROD-143,Mouse,Food,2025-05-11 00:00:00,12,427.48,0.067,9.65,PayPal,Completed,3.5,8511.38,64.0,Corporate,WH-02,Yes,6.0,Damaged,5129.76,343.69392000000005,4786.0660800000005,4776.416080000001,,,,,,,
ORD-10554,CUST-1395,Amanda Gomes,Grace Taylor,South,Canada,Retail,PROD-112,Laptop,Furniture,2025-05-30 00:00:00,6,,0.127,120.6,Credit Card,Completed,2.2,4579.15,27.0,Small Business,WH-01,No,6.0,,13207.32,1677.32964,11529.99036,11409.39036,,,,,,,
ORD-10678,CUST-1282,Andre Moraes,Alice Johnson,East,Germany,Retail,PROD-137,Coffee Maker,Electronics,2022-07-30 00:00:00,20,476.23,0.184,78.96,Credit Card,Completed,4.7,7997.22,37.0,Corporate,WH-02,No,10.0,,9524.6,1752.5264,7772.073600000001,7693.113600000001,,,,,,,
ORD-10315,CUST-1348,Eduardo Silva,Grace Taylor,Central,France,Online,PROD-119,Desk,Clothing,2023-07-15 00:00:00,3,1368.32,0.23,95.06,Cash,Completed,1.8,5306.21,34.0,Consumer,WH-03,No,1.0,Wrong Item,4104.96,944.1408,3160.8192,3065.7592,,,,,,,
ORD-10193,CUST-1120,Mariana Monteiro,Grace Taylor,West,Australia,Retail,PROD-132,Phone,Clothing,2023-11-11 00:00:00,16,2016.0,0.231,135.33,PayPal,Pending,2.3,6315.04,54.0,Small Business,WH-03,No,14.0,,32256.0,7451.136,24804.864,24669.534,,,Follow up,,,,
ORD-11163,CUST-1103,Daniel Azevedo,Grace Taylor,Central,USA,Online,PROD-101,Notebook,   ,N/A,6,2105.85,0.089,47.66,Debit Card,Completed,3.8,9304.53,45.0,Small Business,WH-01,Yes,9.0,Wrong Item,12635.1,1124.5239,11510.576099999998,11462.9161,,,,,,,
ORD-10949,CUST-1072,Natalia Azevedo,Frank Miller,West,France,Retail,PROD-100,Desk,Furniture,2024-04-05 00:00:00,6,693.83,0.174,85.06,Debit Card,Completed,2.3,4974.09,44.0,Consumer,WH-01,No,3.0,,4162.9800000000005,724.35852,3438.6214800000007,3353.5614800000008,,,,,,,
ORD-10527,CUST-1221,Ramon Silva,Henry Moore,South,Australia,Direct,PROD-114,Desk,Clothing,2025-03-04 00:00:00,2,1130.47,0.235,144.77,PayPal,Cancelled,3.9,9081.8,58.0,Enterprise,WH-01,No,7.0,Customer Changed Mind,2260.94,531.3208999999999,1729.6191,1584.8491,,,,,,,
ORD-10410,CUST-1169,Luana Oliveira,Carla Davis,East,Germany,Wholesale,PROD-117,Coffee Maker,Food,2023-02-21 00:00:00,16,934.46,0.132,130.27,PayPal,Completed,1.2,4546.74,45.0,Enterprise,WH-02,No,2.0,Late Delivery,14951.36,1973.57952,12977.78048,12847.51048,,,,,,,
ORD-10975,CUST-1213,Clara Castro,Daniel Brown,East,UK,Direct,PROD-122,Monitor,Electronics,2024-02-24 00:00:00,,402.68,0.024,112.71,Debit Card,Completed,3.2,5755.18,67.0,Enterprise,WH-04,No,7.0,,5234.84,125.63616,5109.20384,4996.49384,,,,,,,
ORD-10919,CUST-1359,Larissa Dias,Frank Miller,East,Germany,Online,PROD-109,Coffee Maker,Electronics,2023-07-27 00:00:00,16,1084.34,0.254,66.29,Credit Card,Completed,2.6,4303.09,33.0,Enterprise,WH-01,No,9.0,Wrong Item,17349.44,4406.75776,12942.682239999998,12876.392239999996,,,,,,,
ORD-11008,CUST-1024,Diego Moraes,Henry Moore,east,Brazil,Retail,PROD-129,Desk,Furniture,2025-04-09 00:00:00,15,398.47,0.242,4.25,Bank Transfer,Completed,3.1,2335.44,20.0,Corporate,WH-02,No,14.0,Customer Changed Mind,5977.05,1446.4461,4530.6039,4526.3539,,,,,,,
ORD-10742,CUST-1146,Priscila Souza,Bob Smith,East,Canada,Direct,PROD-124,Mouse,Furniture,2022-08-28 00:00:00,17,872.26,0.242,2.38,PayPal,Cancelled,3.0,2695.42,44.0,Corporate,WH-02,No,9.0,Late Delivery,14828.42,3588.47764,11239.94236,11237.562360000002,,,,,,,
ORD-11014,CUST-1393,Laura Castro,Alice Johnson,North,Germany,Online,PROD-146,Tablet,Food,2022-10-21 00:00:00,9,40.43,0.095,85.93,Bank Transfer,Returned,2.1,7510.87,25.0,Enterprise,WH-04,No,9.0,Wrong Item,363.87,34.56765,329.30235,243.37235,,,,,,,
ORD-10801,CUST-1373,Eduardo Moreira,  Daniel Brown ,South,Australia,Online,PROD-100,Headphones,Electronics,2023-11-03 00:00:00,5,1110.73,0.075,77.15,PayPal,Completed,2.5,8959.43,52.0,Small Business,WH-04,No,11.0,Customer Changed Mind,5553.65,416.52375,5137.126249999999,5059.97625,,,,,,,
ORD-10859,CUST-1221,Gustavo Carvalho,Henry Moore,North,Australia,Online,PROD-105,Phone,Office Supplies,2023-10-09 00:00:00,18,1398.97,0.017,36.5,Cash,Returned,4.7,2838.95,39.0,Corporate,WH-04,No,9.0,Wrong Item,25181.46,428.08482,24753.37518,24716.87518,,,,,,,
ORD-10031,CUST-1048,Patricia Almeida,Henry Moore,West,Brazil,Retail,PROD-142,Desk,Food,2024-06-11 00:00:00,16,8.38,0.071,88.22,CASH,Cancelled,1.8,6521.79,thirty-two,Enterprise,WH-03,No,13.0,Wrong Item,134.08,9.51968,124.56032000000002,36.34032000000002,,,,,,,
ORD-10584,CUST-1104,Larissa Cardoso,Henry Moore,North,Canada,Wholesale,PROD-138,Laptop,Furniture,2023-05-25 00:00:00,19,2046.7,0.23,69.58,Cash,Completed,4.7,7015.24,27.0,Corporate,WH-02,No,14.0,,38887.3,8944.079000000002,29943.221,29873.641,,,,,,,
ORD-11049,CUST-1349,Bianca Ferreira,Emma Wilson,South,Australia,Direct,PROD-132,Tablet,Electronics,2025-12-27 00:00:00,14,,0.217,136.49,PayPal,Completed,1.5,924.86,66.0,Enterprise,WH-02,No,12.0,Late Delivery,5839.54,1267.18018,4572.35982,4435.86982,,,,,,,
ORD-10203,CUST-1306,Daniel Ferreira,Emma Wilson,South,Australia,Retail,PROD-123,Desk,Clothing,2024-07-31 00:00:00,10,1228.66,0.249,31.58,PayPal,Completed,3.3,1954.91,56.0,Small Business,WH-01,No,12.0,Wrong Item,12286.6,3059.3634,9227.2366,9195.6566,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-10204,CUST-1233,Daniel Castro,Grace Taylor,West,Canada,Wholesale,PROD-121,  Keyboard ,Food,2024-04-22 00:00:00,1,97.44,0.28,50.81,Bank Transfer,Completed,2.8,9864.85,38.0,Corporate,WH-02,No,3.0,Customer Changed Mind,97.44,27.2832,70.1568,19.3468,,,,,,,
ORD-10881,CUST-1346,Murilo Correia,Daniel Brown,East,USA,Wholesale,PROD-141,Printer,Clothing,2022-03-22 00:00:00,16,1982.73,0.118,140.29,bank transfer,Completed,2.6,4816.83,20.0,Consumer,WH-01,No,2.0,Customer Changed Mind,31723.68,3743.39424,27980.28576,27839.99576,,,,,,,
ORD-10424,CUST-1399,Beatriz Cardoso,Bob Smith,Central,Canada,Online,PROD-141,Desk,Office Supplies,2024-10-31 00:00:00,6,1399.03,0.204,148.59,PayPal,Completed,4.3,3284.56,67.0,Corporate,WH-04,Yes,11.0,Late Delivery,8394.18,1712.41272,6681.76728,6533.17728,,,,,,,
ORD-10529,CUST-1022,Andre Pereira,Emma Wilson,East,USA,Online,PROD-104,Notebook,Electronics,2022-04-15 00:00:00,4,"$2,036.68",0.046,16.75,Credit Card,Completed,2.4,1687.6,61.0,Corporate,WH-01,No,12.0,,8146.72,374.74912,7771.97088,7755.22088,,,,,,,
ORD-10916,CUST-1399,Lucas Vieira,Alice Johnson,East,Brazil,Wholesale,PROD-127,Headphones,Food,2024-09-05 00:00:00,16,270.39,0.031,127.45,Bank Transfer,Completed,4.0,5483.17,69.0,Enterprise,WH-02,Yes,8.0,Wrong Item,4326.24,134.11344,4192.12656,4064.67656,,,,,,,
ORD-10671,CUST-1229,Leticia Dias,Grace Taylor,North,Canada,Retail,PROD-144,Coffee Maker,Furniture,2025-09-19 00:00:00,2,1039.13,0.247,18.41,Credit Card,Returned,,2205.62,47.0,Enterprise,WH-01,No,11.0,,2078.26,513.33022,1564.9297800000002,1546.51978,,,,,,,
ORD-10657,CUST-1222,Fernanda Monteiro,,East,Brazil,Retail,PROD-107,Headphones,Food,2022-09-14 00:00:00,2,1256.11,0.104,68.76,PayPal,Completed,4.8,4292.22,69.0,Small Business,WH-04,No,3.0,Damaged,2512.22,261.27088,2250.94912,2182.1891199999995,,,,,,,
ORD-10536,CUST-1179,Leonardo Santos,Frank Miller,South,Canada,Wholesale,PROD-128,Headphones,  Electronics ,2023-09-23 00:00:00,2,$880.55,21.4%,53.29,Credit Card,Completed,2.1,7240.52,45.0,Corporate,WH-02,Yes,10.0,Damaged,1761.1,376.8754,1384.2246,1330.9346,,,,,,,
ORD-11001,CUST-1201,Renata Castro,Alice Johnson,Central,France,Retail,PROD-131,Keyboard,Clothing,2023-01-22 00:00:00,18,781.88,0.3,36.91,PayPal,Completed,1.6,7094.02,40.0,Small Business,WH-01,No,8.0,Late Delivery,14073.84,4222.152,9851.688,9814.778,,,,,,,
ORD-10465,CUST-1307,Ramon Ferreira,Frank Miller,East,Brazil,Direct,PROD-123,Desk,Clothing,2022-03-13 00:00:00,4,59.24,0.136,144.44,Debit Card,Returned,2.2,8408.87,65.0,Corporate,WH-02,Yes,12.0,Damaged,236.96,32.226560000000006,204.73344,60.29344,,,,,,,
ORD-10693,CUST-1131,Henrique Souza,Emma Wilson,North,UK,Wholesale,PROD-104,Desk,Electronics,2024-09-13 00:00:00,19,1089.47,0.006,133.77,Debit Card,Completed,3.8,9828.32,45.0,Enterprise,WH-04,No,2.0,,20699.93,124.19958,20575.73042,20441.96042,,,,,,,
ORD-11115,CUST-1318,Larissa Rocha,Carla Davis,South,Australia,Wholesale,PROD-116,Chair,Clothing,2023-10-01 00:00:00,16,56.51,,30.23,Debit Card,Pending,,4248.43,39.0,Small Business,WH-03,No,1.0,Damaged,904.16,56.96208,847.19792,816.9679199999999,,,,,,,
ORD-10591,CUST-1216,Carolina Santana,Carla Davis,East,Germany,Direct,PROD-110,Coffee Maker,Food,2025-06-02 00:00:00,20,1394.53,0.222,50.33,Debit Card,Completed,4.8,4722.84,63.0,Corporate,WH-01,No,13.0,Late Delivery,27890.6,6191.7132,21698.8868,21648.5568,,,,,,,
ORD-10911,CUST-1150,Patricia Rocha,Alice Johnson,West,Canada,Wholesale,PROD-115,Monitor,Food,2024-10-08 00:00:00,8,1723.47,0.179,17.97,Cash,Completed,4.4,4117.2,20.0,Small Business,WH-02,No,5.0,Customer Changed Mind,13787.76,2468.00904,11319.75096,11301.780960000002,,,,,,,
ORD-10323,CUST-1168,Lucas Martins,Henry Moore,Central,UK,Direct,PROD-125,Chair,Furniture,2023-08-27 00:00:00,16,440.75,0.104,71.26,,Completed,4.5,3583.7,26.0,Consumer,WH-04,No,2.0,Wrong Item,7052.0,733.408,6318.592,6247.331999999999,,,,,,,
ORD-10367,CUST-1372,Clara Teixeira,Grace Taylor,North,USA,Direct,PROD-127,Chair,Food,2022-01-10 00:00:00,18,1993.38,0.188,69.47,PayPal,Returned,4.2,6382.02,22.0,Consumer,WH-03,No,12.0,Wrong Item,35880.840000000004,6745.597920000001,29135.242080000004,29065.77208,,,,,,,
ORD-11072,CUST-1061,Fernanda Nogueira,Emma Wilson,West,UK,Direct,PROD-116,Chair,Food,2023-04-01 00:00:00,6,486.93,0.121,96.39,Bank Transfer,Completed,1.4,3823.18,54.0,Consumer,WH-01,No,8.0,Late Delivery,2921.58,353.51118,2568.06882,2471.67882,,,,,,,
ORD-10146,CUST-1206,Pedro Costa,Henry Moore,South,France,Direct,PROD-135,Monitor,Food,2025-02-12 00:00:00,5,2117.17,0.045,25.87,Debit Card,Pending,3.6,5712.01,,Enterprise,WH-03,No,8.0,,10585.85,476.36325,10109.48675,10083.61675,,,,,,,
ORD-10354,CUST-1366,Mariana  Oliveira,Henry Moore,East,Australia,Retail,PROD-145,Mouse,Food,2025-04-14 00:00:00,9,1634.22,0.193,102.67,PayPal,Completed,2.6,1027.66,67.0,Corporate,WH-01,No,11.0,Wrong Item,14707.98,2838.64014,11869.33986,11766.66986,,,,,,,
ORD-10645,CUST-1024,Diego Gomes,Emma Wilson,North,Brazil,DIRECT,PROD-125,Monitor,Electronics,2022-11-19 00:00:00,19,1580.29,0.089,54.33,PAYPAL,Completed,1.2,5627.2,59.0,Enterprise,WH-01,Yes,11.0,Wrong Item,30025.51,2672.27039,27353.23961,27298.909609999995,,,,,,,
ORD-10892,CUST-1284,Larissa Pereira,Emma Wilson,South,Canada,Wholesale,PROD-124,Chair,Food,15/12/2025,7,1656.17,0.214,124.19,Credit Card,Pending,3.9,3605.04,60.0,Corporate,WH-04,No,2.0,,11593.19,2480.94266,9112.24734,8988.05734,,,,,,,
ORD-11184,CUST-1041,  Clara Moraes,Emma Wilson,Central,Germany,Wholesale,PROD-141,Phone,Office Supplies,2025-12-30 00:00:00,16,USD 1950.04,0.056,10.94,Credit Card,Pending,1.6,2242.39,63.0,Enterprise,WH-04,No,10.0,Customer Changed Mind,31200.64,1747.23584,29453.40416,29442.46416,,,,,,,
ORD-10872,CUST-1191,Sofia Moreira,Alice Johnson,West,Australia,Direct,PROD-121,Phone,Clothing,"May 29, 2024",9,967.6,0.126,92.39,Credit Card,COMPLETED,,1241.18,47.0,Consumer,WH-04,No,14.0,Late Delivery,8708.4,1097.2584,7611.1416,7518.7516,,,,,,,
ORD-10901,CUST-1261,Ramon Correia,,West,Canada,Retail,PROD-149,Keyboard,Electronics,14/01/2023,8,795.53,0.139,107.46,Credit Card,Completed,2.3,5270.52,18.0,Enterprise,WH-03,No,2.0,Wrong Item,6364.24,884.62936,5479.61064,5372.15064,,,,,,,
ORD-10731,CUST-1316,Luana Rocha,Emma Wilson,North,USA,Direct,PROD-100,Printer,Electronics,2024-12-24 00:00:00,10,70.83,0.237,82.75,Bank Transfer,Completed,2.9,7110.76,42.0,Enterprise,WH-04,No,2.0,Late Delivery,708.3,167.8671,540.4329,457.6829,,,,,,,
ORD-10268,CUST-1351,Gabriel Monteiro,Grace Taylor,South,USA,Direct,PROD-106,Coffee Maker,Food,2023-02-14 00:00:00,16,734.64,0.093,69.41,Credit Card,Completed,2.3,2450.16,42.0,Consumer,WH-01,No,10.0,Customer Changed Mind,11754.24,1093.14432,10661.09568,10591.68568,,,,,,,
ORD-10495,CUST-1117,Ramon Pereira,Grace Taylor,East,USA,Direct,PROD-143,Coffee Maker,  Food ,2023-08-23 00:00:00,15,1843.81,0.278,41.9,PayPal,Completed,2.3,7106.8,24.0,Enterprise,WH-03,No,7.0,,27657.15,7688.6877,19968.4623,19926.5623,,,,,,,
ORD-10860,CUST-1250,Priscila Teixeira,Henry Moore,East,Germany,Direct,PROD-119,Tablet,Office Supplies,2024-09-13 00:00:00,4,153.48,0.147,131.62,PayPal,Completed,2.2,3289.32,40.0,Corporate,WH-03,Yes,4.0,,613.92,90.24624,523.67376,392.05376,,,,,,,
ORD-10267,CUST-1147,Mariana Ferreira,  Henry Moore ,East,Canada,Online,PROD-114,Tablet,Electronics,2024-02-07 00:00:00,1,775.42,6.2%,69.21,Bank Transfer,Completed,4.6,3134.57,67.0,Enterprise,WH-01,No,1.0,,775.42,48.07604,727.3439599999999,658.1339599999999,,,,,,,
ORD-10802,CUST-1064,Joao Freitas,Carla Davis,West,Germany,Wholesale,PROD-123,  Monitor ,Furniture,2023-05-05 00:00:00,5,1583.58,0.103,119.77,Debit Card,Completed,4.0,4622.8,39.0,Corporate,WH-04,No,12.0,Wrong Item,7917.9,815.5437,7102.3563,6982.586299999999,,,,,,,
ORD-11006,CUST-1125,Patricia Nogueira,Bob Smith,South,France,Retail,PROD-125,Printer,Furniture,2022-10-04 00:00:00,19,884.33,0.081,64.66,Credit Card,Completed,3.5,524.26,68.0,Corporate,WH-01,No,4.0,Damaged,16802.27,1360.98387,15441.28613,15376.62613,,,,,,,
ORD-10188,CUST-1189,Camila Pereira,Frank Miller,South,USA,Retail,PROD-142,Notebook,  Electronics ,2022-10-24 00:00:00,16,965.7,0.217,113.53,Credit Card,Completed,4.7,3812.47,27.0,Corporate,WH-02,Yes,11.0,Damaged,15451.2,3352.9104,12098.2896,11984.7596,,,,,,,
ORD-10374,CUST-1348,Renata Nogueira,Alice Johnson,East,France,Direct,PROD-125,Mouse,Food,2022-05-13 00:00:00,11,789.39,0.26,107.85,Credit Card,Completed,3.8,3233.59,27.0,Consumer,WH-01,No,8.0,,8683.289999999999,2257.6554,6425.634599999999,6317.784599999999,,,,,,,
ORD-10290,CUST-1253,Thiago Freitas,Carla Davis,West,Brazil,Online,PROD-145,Headphones,Furniture,2024-07-01 00:00:00,11,266.38,0.274,59.97,Bank Transfer,Completed,2.1,4894.54,22.0,Consumer,WH-04,No,11.0,Damaged,2930.18,802.86932,2127.31068,2067.34068,,,,,,,
ORD-10106,CUST-1008,Priscila Almeida,Henry Moore,West,Canada,Online,PROD-106,Chair,Clothing,2024-12-13 00:00:00,10,430.07,0.078,119.26,Credit Card,Returned,3.5,8168.27,54.0,Small Business,WH-02,No,7.0,,4300.7,335.4546,3965.2454,3845.9854,,,,,,,
ORD-10466,CUST-1143,Eduardo Vieira,Frank Miller,North,UK,Retail,PROD-118,Laptop,,2025-12-12 00:00:00,19,1303.82,0.291,95.23,Debit Card,Completed,4.0,6409.8,27.0,Small Business,WH-03,No,6.0,Damaged,24772.58,7208.820779999999,17563.75922,17468.52922,,,,,,,
ORD-10637,CUST-1051,Beatriz Cardoso,Henry Moore,East,UK,Wholesale,PROD-122,Desk,Clothing,2024-12-03 00:00:00,11,409.11,,95.38,Credit Card,Completed,3.2,8416.69,68.0,Corporate,WH-01,No,7.0,,4500.21,1102.55145,3397.65855,3302.27855,,,,,,,
ORD-10025,CUST-1160,Camila Azevedo,Daniel Brown,South,USA,Retail,PROD-124,Desk,Clothing,2025-07-28 00:00:00,14,1640.36,0.146,89.46,Debit Card,Completed,4.1,5081.63,65.0,Enterprise,WH-04,No,2.0,Customer Changed Mind,22965.04,3352.895839999999,19612.14416,19522.68416,,,,,,,
ORD-10649,CUST-1143,Caio Carvalho,Henry Moore,West,Australia,Direct,PROD-110,Mouse,Food,2023-03-09 00:00:00,14,621.17,0.047,59.76,Debit Card,Pending,,8771.01,52.0,Consumer,WH-03,No,2.0,Damaged,8696.38,408.72986,8287.65014,8227.89014,,,,,,,
ORD-10392,CUST-1322,Lucas Gomes,Daniel Brown,East,USA,Wholesale,PROD-121,Laptop,Electronics,2022-10-06 00:00:00,3,484.12,0.243,54.13,Debit Card,Completed,2.0,3176.31,62.0,Consumer,WH-01,Yes,5.0,Damaged,1452.36,352.92348000000004,1099.4365200000002,1045.30652,,,,,,,
ORD-10014,CUST-1359,Laura Moreira,Grace Taylor,north,USA,Direct,PROD-141,Printer,Food,2023-01-28 00:00:00,18,269.26,0.129,45.03,Cash,Completed,2.0,1651.43,64.0,Small Business,WH-04,No,3.0,,4846.68,625.22172,4221.458280000001,4176.428280000001,,,,,,,
ORD-11138,CUST-1319,Thiago Lima,Daniel Brown,East,Canada,Direct,PROD-115,Monitor,Furniture,2022-03-30 00:00:00,6,2354.38,0.194,127.45,Debit Card,Pending,3.2,6707.61,21.0,Consumer,WH-01,No,10.0,Damaged,14126.28,2740.49832,11385.78168,11258.33168,,,,,,,
ORD-10786,CUST-1389,Isabela Ferreira,Alice Johnson,North,France,Wholesale,PROD-108,Notebook,Clothing,2023-01-18 00:00:00,15,1764.88,0.022,140.38,Cash,Completed,2.3,7769.11,33.0,Consumer,WH-01,No,5.0,Wrong Item,26473.2,582.4104,25890.7896,25750.4096,,,,,,,
ORD-10271,CUST-1127,Henrique Oliveira,Grace Taylor,East,USA,Retail,PROD-140,Notebook,Clothing,2024-04-05 00:00:00,10,883.99,,2.9,Credit Card,Completed,1.6,8685.94,62.0,Corporate,WH-03,Yes,10.0,,8839.9,1379.0244,7460.875599999999,7457.9756,,,,,,,
ORD-10026,CUST-1313,Vinicius Monteiro,Frank Miller,North,Brazil,Direct,PROD-111,Tablet,Clothing,2024-09-13 00:00:00,11,26.63,0.214,125.35,Credit Card,Completed,2.8,971.32,35.0,Enterprise,WH-01,No,13.0,,292.93,62.68702,230.24298,104.89298000000002,,,,,,,
ORD-10865,CUST-1206,Henrique Correia,Henry Moore,Central,Brazil,Retail,PROD-100,Tablet,Office Supplies,2023-01-18 00:00:00,8,2498.74,0.205,125.86,Credit Card,Completed,2.2,9584.58,27.0,Corporate,WH-02,No,3.0,,19989.92,4097.933599999999,15891.986399999998,15766.126399999996,,,,,,,
ORD-10066,CUST-1049,Mariana Dias,Daniel Brown,Central,Australia,Wholesale,PROD-102,Mouse,Furniture,2023-06-30 00:00:00,2,2025.99,0.015,14.13,Bank Transfer,Returned,4.3,4890.09,71.0,Enterprise,WH-03,No,5.0,Damaged,4051.98,60.7797,3991.2003,3977.0703,,,,,,,
ORD-10415,CUST-1012,Priscila Freitas,Alice Johnson,East,France,Online,PROD-138,Coffee Maker,Electronics,2024-09-27 00:00:00,15,1531.7,0.267,108.71,PayPal,Completed,3.2,3014.93,62.0,Enterprise,WH-03,Yes,8.0,,22975.5,6134.458500000001,16841.0415,16732.3315,,,,,,,
ORD-10191,CUST-1376,Renata Teixeira,Emma Wilson,East,France,Wholesale,PROD-137,Tablet,Furniture,2025-01-24 00:00:00,8,1842.95,0.293,10.78,Credit Card,Pending,2.9,7196.67,unknown,Enterprise,WH-04,No,10.0,Damaged,14743.6,4319.8748,10423.7252,10412.9452,,,,,,,
ORD-10054,CUST-1241,Mariana Nogueira,Grace Taylor,South,Brazil,Wholesale,PROD-125,Notebook,Office Supplies,2023-10-01 00:00:00,14,2465.24,0.143,10.75,Debit Card,Completed,2.7,7209.2,40.0,Small Business,WH-03,No,2.0,Customer Changed Mind,34513.36,4935.41048,29577.94952,29567.19952,,,,,,,
ORD-10812,CUST-1341,Camila Ferreira,Daniel Brown,Central,UK,Online,PROD-140,Tablet,Electronics,2024-04-23 00:00:00,17,449.76,0.114,45.79,Debit Card,Completed,1.5,7623.83,63.0,Corporate,WH-01,No,5.0,,7645.92,871.6348800000001,6774.2851200000005,6728.4951200000005,,,,,,,
ORD-10163,CUST-1170,Laura Monteiro,Bob Smith,East,Brazil,Wholesale,PROD-117,Monitor,Furniture,2025-01-03 00:00:00,5,"$2,016.98",0.294,111.36,Credit Card,Completed,4.4,5382.25,40.0,Enterprise,WH-03,No,1.0,Late Delivery,10084.9,2964.9606,7119.939399999999,7008.5794,,,,,,,
ORD-11025,CUST-1368,Daniel Freitas,Emma Wilson,West,Australia,Online,PROD-149,Mouse,Clothing,2022-02-13 00:00:00,13,1771.12,0.201,60.88,PayPal,Completed,2.7,7381.65,41.0,Small Business,WH-02,No,14.0,,23024.56,4627.93656,18396.62344,18335.743439999995,,,,,,,
ORD-10276,CUST-1266,Gabriel Dias,Grace Taylor,North,Canada,Direct,PROD-143,Printer,Office Supplies,2025-01-05 00:00:00,5,319.79,0.141,34.23,paypal,Completed,1.2,7726.16,24.0,Enterprise,WH-01,No,14.0,Wrong Item,1598.95,225.45195,1373.49805,1339.26805,,,,,,,
ORD-10706,CUST-1125,Sofia Barbosa,Daniel Brown,North,Australia,Wholesale,PROD-117,Monitor,Office Supplies,2022-05-04 00:00:00,14,2027.24,0.139,62.41,Credit Card,Completed,4.5,3530.92,37.0,Enterprise,WH-04,No,9.0,Late Delivery,28381.36,3945.00904,24436.35096,24373.94096,,,,,,,
ORD-10857,CUST-1235,Vinicius Almeida,Frank Miller,South,Brazil,Wholesale,PROD-111,Printer,Food,2025-09-26 00:00:00,10,2496.5,0.091,19.59,Cash,Pending,3.2,6109.84,30.0,Enterprise,WH-03,No,6.0,Customer Changed Mind,24965.0,2271.815,22693.185,22673.595,,,,,,,
ORD-10414,CUST-1305,Daniel Correia,Grace Taylor,East,UK,Wholesale,PROD-120,Mouse,Electronics,,3,1141.76,0.075,2.78,Credit Card,Returned,,7798.12,24.0,Small Business,WH-04,No,14.0,Wrong Item,3425.28,256.896,3168.384,3165.604,,,Manual review,,,,
ORD-10648,CUST-1150,Luana Mendes,Frank Miller,South,Germany,Online,PROD-102,Notebook,Electronics,2025-01-17 00:00:00,18,1131.3,0.115,46.05,PayPal,Completed,1.6,6045.53,48.0,Enterprise,WH-02,No,8.0,Damaged,20363.4,2341.791,18021.609,17975.558999999997,,,,,,,
ORD-10952,CUST-1046,Murilo Almeida,Henry Moore,west,Brazil,Retail,PROD-118,Tablet,Food,2023-10-19 00:00:00,14,1229.17,0.099,102.94,Credit Card,Completed,,1097.08,57.0,Small Business,WH-03,No,10.0,Customer Changed Mind,17208.38,1703.6296200000002,15504.75038,15401.81038,,,,,,,
